debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,derived_sex,applicant_ethnicity-1,derived_race,co-applicant_ethnicity-1,applicant_sex_observed,action_taken,purchaser_type,preapproval,tract_minority_population_percent,loan_type,loan_purpose,tract_population,income,ffiec_msa_md_median_family_income,tract_median_age_of_housing_units,applicant_age,applicant_age_above_62,co-applicant_age_above_62,loan_amount,action_taken_final
50%-60%,8,10,Male,3.0,White,5.0,2,3,0,2,15.52,1,2,2732,50.0,72800,55,65-74,Yes,,35000.0,Denied
,9,9,Joint,2.0,White,2.0,2,5,0,2,17.11,1,2,7844,107.0,72800,23,45-54,No,No,25000.0,Approved
>60%,8,10,Male,2.0,Race Not Available,5.0,2,3,0,2,34.43,1,1,6122,50.0,72800,15,45-54,No,,155000.0,Denied
>60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,98.97,1,2,3793,78.0,72800,66,35-44,No,,25000.0,Denied
<20%,9,10,Female,2.0,White,5.0,2,3,0,2,29.01,1,2,3944,128.0,72800,38,35-44,No,,25000.0,Denied
,9,9,Joint,2.0,White,2.0,2,4,0,2,10.52,1,2,2729,324.0,72800,68,25-34,No,No,155000.0,Approved
49,8,10,Male,2.0,Asian,5.0,2,1,0,2,46.1,1,4,7688,132.0,72800,15,55-64,No,,105000.0,Approved
>60%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,98.23,1,2,2255,31.0,72800,76,35-44,No,,65000.0,Denied
<20%,8,9,Joint,2.0,Race Not Available,2.0,2,1,0,2,11.16,1,4,4588,282.0,72800,72,35-44,No,No,105000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,40.44,1,1,5722,105.0,72800,44,8888,,,205000.0,Approved
30%-<36%,9,2,Joint,2.0,Black or African American,2.0,2,3,0,2,33.57,1,1,6131,261.0,72800,24,45-54,No,No,635000.0,Denied
37,8,10,Female,2.0,Asian,5.0,2,3,0,2,11.33,1,4,7155,175.0,72800,62,35-44,No,,95000.0,Denied
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,98.64,2,5,2714,46.0,72800,70,8888,,,35000.0,Approved
39,8,10,Female,2.0,White,5.0,2,3,0,2,11.66,1,4,2213,95.0,72800,64,35-44,No,,75000.0,Denied
>60%,8,10,Male,2.0,White,5.0,2,3,0,2,25.98,1,2,3360,35.0,72800,65,>74,Yes,,55000.0,Denied
<20%,8,10,Male,2.0,White,5.0,2,3,0,2,17.3,1,4,3901,200.0,72800,68,45-54,No,,85000.0,Denied
20%-<30%,3,10,Female,2.0,White,5.0,2,3,0,2,25.73,1,1,2783,48.0,72800,48,65-74,Yes,,65000.0,Denied
>60%,8,10,Male,3.0,Race Not Available,5.0,2,3,0,2,6.91,1,2,7178,14.0,72800,70,65-74,Yes,,55000.0,Denied
37,1,10,Male,2.0,Asian,5.0,2,1,3,2,98.67,1,1,3823,208.0,72800,71,35-44,No,,95000.0,Approved
30%-<36%,8,10,Male,14.0,Race Not Available,5.0,2,3,0,2,98.33,1,4,2641,50.0,72800,70,>74,Yes,,55000.0,Denied
39,8,10,Male,2.0,White,5.0,2,3,0,2,10.01,1,2,4387,82.0,72800,57,35-44,No,,25000.0,Denied
20%-<30%,8,10,Male,2.0,White,5.0,2,1,0,2,43.13,1,1,3160,60.0,72800,63,<25,No,,115000.0,Approved
<20%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,97.03,1,2,3904,70.0,72800,67,45-54,No,,25000.0,Denied
44,8,9,Female,2.0,White,2.0,2,3,0,2,12.44,1,2,5352,101.0,72800,73,35-44,No,No,85000.0,Denied
50%-60%,9,8,Joint,2.0,Black or African American,2.0,2,3,0,2,98.37,1,2,861,59.0,72800,0,55-64,No,No,55000.0,Denied
39,3,10,Female,2.0,Race Not Available,5.0,2,1,2,2,14.34,2,1,4875,55.0,72800,63,25-34,No,,125000.0,Approved
,9,9,Sex Not Available,3.0,White,3.0,2,5,0,2,23.92,1,2,3035,90.0,72800,60,25-34,No,No,25000.0,Approved
,9,9,Male,,White,5.0,2,5,0,2,29.2,1,2,3705,138.0,72800,63,45-54,No,,105000.0,Approved
,9,9,Male,2.0,Race Not Available,5.0,2,5,0,2,11.66,1,1,5119,26.0,72800,64,55-64,No,,205000.0,Approved
42,9,8,Joint,2.0,White,2.0,2,1,0,2,44.55,1,4,5194,120.0,72800,30,45-54,No,No,105000.0,Approved
36,8,10,Female,2.0,White,5.0,2,1,0,2,21.47,1,2,4109,35.0,72800,0,55-64,Yes,,55000.0,Approved
42,8,10,Female,2.0,White,5.0,2,1,0,2,25.73,1,2,2783,34.0,72800,48,55-64,No,,25000.0,Approved
50%-60%,8,10,Male,2.0,White,5.0,2,3,0,2,11.33,1,2,7155,80.0,72800,62,25-34,No,,35000.0,Denied
<20%,8,9,Joint,2.0,White,2.0,2,1,0,2,8.12,1,4,2696,208.0,72800,68,55-64,Yes,Yes,105000.0,Approved
<20%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,99.45,1,2,1283,56.0,72800,77,35-44,No,,25000.0,Denied
,9,9,Male,3.0,Black or African American,5.0,2,5,0,2,98.97,1,4,3793,70.0,72800,66,35-44,No,,65000.0,Approved
20%-<30%,1,10,Male,2.0,White,5.0,2,2,0,2,20.41,1,1,4689,93.0,72800,26,55-64,No,,185000.0,Approved
,9,9,Male,2.0,White,5.0,2,5,0,2,11.16,1,4,4588,100.0,72800,72,35-44,No,,125000.0,Approved
>60%,9,8,Joint,1.0,Race Not Available,1.0,2,3,0,2,89.46,1,2,3758,56.0,72800,70,45-54,No,No,55000.0,Denied
30%-<36%,8,9,Female,3.0,White,3.0,2,3,0,2,14.8,1,2,2791,130.0,72800,64,35-44,No,No,55000.0,Denied
30%-<36%,8,10,Female,2.0,White,5.0,2,3,0,2,34.43,1,2,6122,105.0,72800,15,35-44,No,,45000.0,Denied
30%-<36%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,98.05,1,4,3644,26.0,72800,74,35-44,No,,25000.0,Denied
,9,9,Female,2.0,Black or African American,5.0,2,5,0,2,30.13,1,2,6189,60.0,72800,24,45-54,No,,25000.0,Approved
42,8,10,Female,2.0,Black or African American,5.0,2,1,0,2,23.03,1,4,7337,113.0,72800,22,55-64,No,,55000.0,Approved
,9,9,Female,2.0,White,2.0,2,5,0,2,38.45,1,2,2871,95.0,72800,45,65-74,Yes,No,25000.0,Approved
42,8,10,Male,2.0,White,5.0,2,3,0,2,27.38,1,2,6260,51.0,72800,66,35-44,No,,105000.0,Denied
>60%,8,10,Sex Not Available,3.0,Race Not Available,5.0,2,3,0,2,98.65,1,4,3334,128.0,72800,74,35-44,No,,25000.0,Denied
20%-<30%,8,10,Female,2.0,Race Not Available,5.0,2,3,0,2,20.22,1,4,4361,135.0,72800,64,25-34,No,,25000.0,Denied
,9,9,Male,2.0,White,5.0,2,4,0,2,22.39,1,1,5019,59.0,72800,43,35-44,No,,145000.0,Approved
50%-60%,8,10,Female,1.0,Race Not Available,5.0,2,3,0,2,39.39,1,2,3613,45.0,72800,65,25-34,No,,105000.0,Denied
20%-<30%,8,9,Joint,2.0,Asian,2.0,2,1,0,2,33.57,1,2,6131,325.0,72800,24,55-64,No,No,225000.0,Approved
30%-<36%,8,10,Female,2.0,White,5.0,2,3,0,2,25.16,1,4,2568,26.0,72800,61,>74,Yes,,25000.0,Denied
30%-<36%,1,10,Male,2.0,White,5.0,2,2,0,1,12.62,1,1,3399,78.0,72800,57,25-34,No,,245000.0,Approved
>60%,8,9,Joint,2.0,White,2.0,2,3,0,2,11.3,1,1,3541,418.0,72800,0,55-64,No,No,445000.0,Denied
>60%,9,10,Male,2.0,Black or African American,5.0,2,3,0,2,43.82,1,1,5157,19.0,72800,65,<25,No,,175000.0,Denied
<20%,8,10,Male,1.0,Race Not Available,5.0,2,3,0,2,48.27,1,4,3495,50.0,72800,69,35-44,No,,55000.0,Denied
>60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,95.72,1,2,2569,89.0,72800,70,45-54,No,,35000.0,Denied
>60%,8,9,Joint,2.0,Black or African American,2.0,2,3,0,2,57.06,1,31,7015,74.0,72800,26,55-64,Yes,Yes,125000.0,Denied
20%-<30%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,98.05,1,2,3644,50.0,72800,74,35-44,No,,35000.0,Denied
>60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,70.36,1,4,3050,34.0,72800,64,>74,Yes,,55000.0,Denied
<20%,8,10,Sex Not Available,3.0,Race Not Available,5.0,2,1,0,2,63.22,1,2,3404,70.0,72800,63,25-34,No,,25000.0,Approved
37,8,10,Male,2.0,White,5.0,2,1,0,2,25.74,1,31,5929,44.0,72800,64,35-44,No,,105000.0,Approved
50%-60%,8,10,Male,2.0,White,5.0,2,3,0,2,19.83,1,2,3686,48.0,72800,56,65-74,Yes,,25000.0,Denied
,9,9,Male,3.0,Race Not Available,5.0,2,5,0,2,35.43,1,4,2650,243.0,72800,41,45-54,No,,105000.0,Approved
,9,9,Female,3.0,Race Not Available,5.0,2,4,0,2,15.42,1,2,1926,45.0,72800,43,>74,Yes,,35000.0,Approved
<20%,8,10,Male,2.0,White,5.0,2,3,0,2,26.66,1,2,4055,103.0,72800,0,65-74,Yes,,105000.0,Denied
49,8,10,Male,2.0,White,5.0,2,3,0,2,49.07,1,2,3691,126.0,72800,42,25-34,No,,65000.0,Denied
<20%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,97.52,1,2,3625,42.0,72800,64,35-44,No,,45000.0,Denied
20%-<30%,8,10,Male,2.0,White,5.0,2,1,0,2,21.47,1,4,4109,225.0,72800,0,45-54,No,,105000.0,Approved
>60%,8,9,Joint,2.0,White,2.0,2,3,0,2,9.11,1,2,4030,99.0,72800,0,55-64,No,No,55000.0,Denied
43,8,9,Joint,2.0,Black or African American,2.0,2,1,0,2,84.54,1,31,4618,164.0,72800,66,65-74,Yes,Yes,305000.0,Approved
47,8,10,Female,2.0,White,5.0,2,1,0,2,50.19,1,2,8340,76.0,72800,15,65-74,Yes,,55000.0,Approved
20%-<30%,8,9,Sex Not Available,3.0,Black or African American,3.0,2,3,0,2,99.04,1,2,3420,47.0,72800,65,>74,Yes,Yes,105000.0,Denied
,9,10,Sex Not Available,3.0,Race Not Available,5.0,2,1,0,2,31.35,1,1,3646,0.0,72800,42,55-64,Yes,,65000.0,Approved
46,9,8,Joint,2.0,White,2.0,2,1,0,2,11.39,1,2,5347,109.0,72800,65,45-54,No,No,65000.0,Approved
42,8,10,Male,2.0,White,5.0,2,1,0,2,41.23,1,31,3265,67.0,72800,40,55-64,No,,155000.0,Approved
<20%,8,10,Male,2.0,White,5.0,2,1,0,2,24.87,1,2,1512,98.0,72800,65,25-34,No,,65000.0,Approved
<20%,8,10,Male,2.0,White,5.0,2,1,0,2,11.3,1,31,3541,407.0,72800,0,55-64,No,,175000.0,Approved
<20%,2,10,Female,2.0,Black or African American,5.0,2,1,0,2,92.08,1,1,2235,77.0,72800,0,55-64,No,,35000.0,Approved
30%-<36%,9,10,Female,2.0,Black or African American,5.0,2,1,0,2,65.36,1,1,3352,70.0,72800,63,65-74,Yes,,195000.0,Approved
<20%,8,10,Male,2.0,Asian,5.0,2,3,0,2,25.23,1,4,3774,265.0,72800,57,25-34,No,,45000.0,Denied
43,8,10,Female,2.0,White,5.0,2,1,0,2,29.7,1,2,2266,29.0,72800,39,55-64,No,,105000.0,Approved
30%-<36%,8,9,Joint,2.0,Race Not Available,1.0,2,3,0,2,21.62,1,2,1906,130.0,72800,55,35-44,No,No,35000.0,Denied
39,8,10,Female,2.0,White,5.0,2,1,0,2,8.39,1,2,3670,72.0,72800,46,45-54,No,,55000.0,Approved
30%-<36%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,95.7,1,2,3002,100.0,72800,71,55-64,No,,45000.0,Denied
40,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,95.7,1,2,3002,55.0,72800,71,45-54,No,,25000.0,Denied
50%-60%,9,10,Male,2.0,White,5.0,2,3,0,2,60.71,1,1,1242,58.0,72800,37,25-34,No,,215000.0,Denied
20%-<30%,8,10,Sex Not Available,3.0,Race Not Available,5.0,2,3,0,2,24.61,1,2,2954,160.0,72800,44,35-44,No,,75000.0,Denied
20%-<30%,8,10,Female,2.0,White,5.0,2,3,0,2,13.49,1,2,2594,140.0,72800,72,25-34,No,,25000.0,Denied
41,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,20.5,1,2,2385,80.0,72800,66,35-44,No,,55000.0,Denied
20%-<30%,9,8,Joint,2.0,Black or African American,2.0,2,3,0,2,40.44,1,2,5722,165.0,72800,44,35-44,No,No,55000.0,Denied
20%-<30%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,97.85,1,2,1996,42.0,72800,68,45-54,No,,35000.0,Denied
39,8,10,Female,3.0,Black or African American,5.0,2,3,0,2,98.66,1,2,2097,80.0,72800,78,35-44,No,,45000.0,Denied
,9,9,Male,2.0,Free Form Text Only,5.0,2,5,0,2,33.57,1,2,6131,120.0,72800,24,45-54,No,,855000.0,Approved
50%-60%,9,8,Male,2.0,White,2.0,2,3,0,2,20.22,1,2,4361,165.0,72800,64,35-44,No,Yes,105000.0,Denied
48,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,98.25,1,2,2285,87.0,72800,74,55-64,Yes,,45000.0,Denied
<20%,9,10,Male,2.0,Black or African American,5.0,2,3,0,2,95.06,1,2,1518,54.0,72800,0,25-34,No,,65000.0,Denied
49,9,8,Joint,2.0,White,2.0,2,3,0,2,27.58,1,4,3963,54.0,72800,62,65-74,Yes,Yes,45000.0,Denied
50%-60%,8,10,Female,2.0,White,5.0,2,3,0,2,9.79,1,2,4431,52.0,72800,53,45-54,No,,25000.0,Denied
36,8,10,Male,2.0,White,5.0,2,3,0,2,15.52,1,4,2732,130.0,72800,55,45-54,No,,35000.0,Denied
45,3,10,Male,1.0,White,5.0,2,1,3,2,29.02,1,1,3977,48.0,72800,65,25-34,No,,185000.0,Approved
,9,9,Joint,2.0,White,2.0,2,4,0,2,14.29,1,4,2680,216.0,72800,44,45-54,No,No,105000.0,Approved
>60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,75.2,1,2,4431,80.0,72800,63,35-44,No,,45000.0,Denied
>60%,8,9,Joint,2.0,White,2.0,2,3,0,2,10.77,1,2,1810,50.0,72800,60,35-44,No,No,35000.0,Denied
39,8,10,Male,14.0,Black or African American,5.0,2,3,0,2,80.72,1,2,1504,64.0,72800,78,45-54,No,,85000.0,Denied
37,8,10,Male,2.0,Asian,5.0,2,3,0,2,21.62,1,4,1906,29.0,72800,55,45-54,No,,105000.0,Denied
50%-60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,92.16,1,2,3624,61.0,72800,0,35-44,No,,55000.0,Denied
30%-<36%,8,9,Sex Not Available,3.0,Race Not Available,3.0,2,3,0,2,9.79,1,4,4431,44.0,72800,53,65-74,Yes,Yes,105000.0,Denied
,9,9,Joint,2.0,White,2.0,2,5,0,2,47.61,1,2,3806,71.0,72800,55,>74,Yes,No,25000.0,Approved
42,8,10,Male,2.0,White,5.0,2,3,0,2,9.5,1,2,6694,42.0,72800,80,35-44,No,,55000.0,Denied
<20%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,81.41,1,2,2162,42.0,72800,0,65-74,Yes,,55000.0,Denied
20%-<30%,9,10,Male,2.0,Black or African American,5.0,2,1,0,2,98.61,1,1,3374,60.0,72800,70,25-34,No,,135000.0,Approved
<20%,8,10,Male,2.0,Asian,5.0,2,3,0,2,53.97,1,4,6452,517.0,72800,16,45-54,No,,355000.0,Denied
30%-<36%,2,10,Female,2.0,Black or African American,5.0,2,1,3,1,25.4,1,1,2697,82.0,72800,36,>74,Yes,,165000.0,Approved
20%-<30%,9,8,Joint,2.0,White,2.0,2,1,0,2,21.72,1,2,4987,46.0,72800,66,65-74,Yes,Yes,25000.0,Approved
>60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,92.82,1,2,2367,39.0,72800,0,65-74,Yes,,105000.0,Denied
50%-60%,8,10,Male,3.0,Black or African American,5.0,2,3,0,2,92.91,1,2,2455,63.0,72800,77,35-44,No,,35000.0,Denied
,9,9,Female,3.0,Race Not Available,5.0,2,5,0,2,72.92,1,4,2441,97.0,72800,66,35-44,No,,35000.0,Approved
20%-<30%,8,10,Female,,Black or African American,5.0,2,3,0,2,93.76,1,1,1186,60.0,72800,77,55-64,No,,35000.0,Denied
20%-<30%,8,10,Female,2.0,Race Not Available,5.0,2,3,0,2,97.69,1,2,1730,72.0,72800,75,45-54,No,,25000.0,Denied
45,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,98.82,1,2,2874,20.0,72800,69,35-44,No,,35000.0,Denied
47,8,10,Sex Not Available,3.0,Race Not Available,5.0,2,3,0,2,20.31,1,4,4820,175.0,72800,54,25-34,No,,105000.0,Denied
<20%,9,10,Female,2.0,Black or African American,5.0,2,3,0,2,96.94,1,2,2713,17.0,72800,67,55-64,Yes,,25000.0,Denied
>60%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,88.78,1,2,1569,144.0,72800,0,35-44,No,,85000.0,Denied
<20%,8,10,Female,2.0,Black or African American,5.0,2,1,0,2,98.83,1,2,4547,34.0,72800,69,65-74,Yes,,25000.0,Approved
20%-<30%,8,9,Joint,2.0,White,2.0,2,1,0,2,10.77,1,2,1810,140.0,72800,60,55-64,No,No,55000.0,Approved
30%-<36%,8,10,Male,2.0,Asian,5.0,2,1,0,2,44.03,1,2,3670,140.0,72800,24,55-64,No,,105000.0,Approved
,9,9,Female,3.0,White,5.0,2,5,0,2,39.63,1,2,5319,16.0,72800,74,65-74,Yes,,35000.0,Approved
20%-<30%,8,10,Female,2.0,White,5.0,2,3,0,2,20.41,1,2,4689,206.0,72800,26,35-44,No,,65000.0,Denied
39,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,98.16,1,2,3365,20.0,72800,66,35-44,No,,25000.0,Denied
20%-<30%,9,10,Male,2.0,Black or African American,5.0,2,1,0,2,77.56,1,1,3356,152.0,72800,78,45-54,No,,255000.0,Approved
,9,9,Male,2.0,White,5.0,2,5,0,2,23.35,1,31,3838,111.0,72800,57,55-64,No,,55000.0,Approved
40,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,97.88,1,2,3579,90.0,72800,71,45-54,No,,35000.0,Denied
43,8,9,Joint,2.0,Asian,2.0,2,3,0,2,31.32,1,1,2034,65.0,72800,37,45-54,No,No,185000.0,Denied
30%-<36%,3,10,Female,2.0,Black or African American,5.0,2,1,3,2,25.74,1,1,5929,36.0,72800,64,55-64,Yes,,135000.0,Approved
<20%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,98.63,1,2,1313,40.0,72800,76,25-34,No,,25000.0,Denied
,9,9,Female,2.0,White,5.0,2,5,0,2,12.93,1,4,2220,28.0,72800,55,65-74,Yes,,105000.0,Approved
<20%,8,10,Male,2.0,White,5.0,2,3,0,2,12.47,1,2,7106,230.0,72800,57,35-44,No,,25000.0,Denied
<20%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,98.25,1,2,2285,35.0,72800,74,35-44,No,,45000.0,Denied
>60%,8,10,Female,3.0,White,5.0,2,3,0,2,17.12,1,2,3903,30.0,72800,44,55-64,Yes,,65000.0,Denied
>60%,8,10,Female,14.0,2 or more minority races,5.0,2,3,0,2,89.46,1,2,3758,1.0,72800,70,35-44,No,,25000.0,Denied
30%-<36%,3,10,Female,2.0,White,5.0,2,1,3,2,95.94,1,1,2490,60.0,72800,0,25-34,No,,175000.0,Approved
20%-<30%,8,10,Male,2.0,White,5.0,2,1,0,2,10.23,1,4,3039,215.0,72800,45,55-64,No,,55000.0,Approved
30%-<36%,9,8,Joint,2.0,White,2.0,2,3,0,2,23.03,1,4,7337,126.0,72800,22,25-34,No,No,75000.0,Denied
>60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,21.47,1,4,4109,55.0,72800,0,45-54,No,,25000.0,Denied
,9,9,Joint,2.0,White,2.0,2,4,0,2,11.16,1,31,4588,175.0,72800,72,45-54,No,No,125000.0,Approved
30%-<36%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,99.34,1,4,3183,46.0,72800,66,45-54,No,,25000.0,Denied
<20%,2,9,Female,2.0,Asian,3.0,2,2,0,2,34.43,1,1,6122,206.0,72800,15,25-34,No,No,365000.0,Approved
,9,9,Joint,2.0,White,2.0,2,4,0,2,19.83,1,4,3686,135.0,72800,56,45-54,No,No,305000.0,Approved
43,8,10,Female,2.0,White,5.0,2,1,0,2,24.06,1,31,3541,50.0,72800,43,55-64,No,,105000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,25.38,2,1,2660,35.0,72800,64,8888,,,155000.0,Approved
<20%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,92.91,1,2,2455,30.0,72800,77,>74,Yes,,55000.0,Denied
20%-<30%,8,10,Male,2.0,Asian,5.0,2,3,0,2,20.65,1,2,2712,175.0,72800,67,35-44,No,,75000.0,Denied
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,48.27,2,1,3495,65.0,72800,69,8888,,,105000.0,Approved
>60%,8,9,Joint,2.0,White,2.0,2,3,0,2,16.66,1,2,3577,35.0,72800,62,>74,Yes,Yes,25000.0,Denied
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,97.88,2,1,3579,33.0,72800,71,8888,,,65000.0,Approved
30%-<36%,1,10,Female,2.0,Black or African American,5.0,2,3,0,2,99.31,2,31,3168,55.0,72800,71,>74,Yes,,65000.0,Denied
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,6,2,99.15,2,1,1055,35.0,72800,78,8888,,,95000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,14.35,2,1,2710,50.0,72800,65,8888,,,225000.0,Approved
<20%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,80.72,1,2,2428,30.0,72800,66,55-64,No,,25000.0,Denied
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,43.31,2,1,2376,71.0,72800,70,8888,,,145000.0,Approved
>60%,8,9,Joint,2.0,White,2.0,2,3,0,2,26.79,1,1,3598,76.0,72800,36,65-74,Yes,Yes,455000.0,Denied
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,99.15,2,1,2720,69.0,72800,70,8888,,,215000.0,Approved
40,9,8,Joint,2.0,Joint,2.0,2,3,0,2,34.68,1,2,4819,93.0,72800,37,45-54,No,No,65000.0,Denied
20%-<30%,8,10,Male,1.0,White,5.0,2,3,0,2,97.62,1,2,2692,120.0,72800,73,55-64,No,,75000.0,Denied
20%-<30%,8,10,Male,2.0,White,5.0,2,1,0,2,21.02,1,2,2626,60.0,72800,66,55-64,Yes,,55000.0,Approved
20%-<30%,9,10,Male,2.0,White,5.0,2,1,3,2,34.68,1,1,4819,115.0,72800,37,25-34,No,,285000.0,Approved
<20%,9,10,Female,2.0,Black or African American,5.0,2,3,0,2,98.33,1,2,3768,46.0,72800,68,35-44,No,,35000.0,Denied
41,8,10,Male,2.0,White,5.0,2,3,0,2,20.41,1,2,4689,146.0,72800,26,55-64,No,,125000.0,Denied
,9,9,Female,2.0,Race Not Available,5.0,2,5,0,2,11.58,1,2,5706,77.0,72800,64,35-44,No,,105000.0,Approved
30%-<36%,1,10,Female,2.0,Black or African American,5.0,2,1,3,2,97.66,1,32,3465,67.0,72800,68,35-44,No,,125000.0,Approved
<20%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,60.51,1,2,2231,185.0,72800,0,25-34,No,,65000.0,Denied
20%-<30%,9,8,Sex Not Available,3.0,Race Not Available,3.0,2,3,0,2,6.91,1,2,7178,32.0,72800,70,45-54,No,No,55000.0,Denied
,9,9,Joint,2.0,White,2.0,2,5,0,2,22.35,1,4,3736,84.0,72800,37,65-74,Yes,Yes,145000.0,Approved
>60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,72.92,1,2,2441,28.0,72800,66,45-54,No,,155000.0,Denied
<20%,8,10,Male,2.0,White,5.0,2,3,0,2,80.57,1,2,2218,40.0,72800,72,35-44,No,,35000.0,Denied
50%-60%,8,9,Joint,2.0,White,2.0,2,1,0,2,12.62,1,1,3399,101.0,72800,57,65-74,Yes,Yes,455000.0,Approved
41,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,96.6,1,1,1440,32.0,72800,78,25-34,No,,25000.0,Denied
20%-<30%,1,10,Female,1.0,White,5.0,2,1,3,1,42.24,1,1,1906,48.0,72800,68,35-44,No,,125000.0,Approved
20%-<30%,8,10,Male,3.0,Black or African American,5.0,2,3,0,2,98.15,1,4,2538,90.0,72800,62,45-54,No,,65000.0,Denied
50%-60%,9,8,Joint,14.0,Joint,2.0,2,3,0,2,30.29,1,2,1370,112.0,72800,54,55-64,No,No,25000.0,Denied
,9,9,Female,2.0,White,5.0,2,5,0,2,22.6,1,2,6023,199.0,72800,37,35-44,No,,75000.0,Approved
44,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,27.38,1,2,6260,128.0,72800,66,45-54,No,,75000.0,Denied
30%-<36%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,95.3,1,4,2253,31.0,72800,79,25-34,No,,25000.0,Denied
49,8,10,Male,2.0,White,5.0,2,1,0,2,11.46,1,4,3141,52.0,72800,64,35-44,No,,55000.0,Approved
50%-60%,8,10,Sex Not Available,3.0,Race Not Available,5.0,2,3,0,2,68.07,1,2,2925,12.0,72800,70,55-64,No,,55000.0,Denied
,9,9,Male,2.0,Black or African American,5.0,2,5,0,2,85.03,1,31,1971,79.0,72800,74,>74,Yes,,65000.0,Approved
30%-<36%,8,10,Female,2.0,White,5.0,2,1,0,2,22.11,1,2,3799,87.0,72800,60,35-44,No,,55000.0,Approved
20%-<30%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,63.09,1,2,2907,77.0,72800,30,35-44,No,,25000.0,Denied
,9,9,Joint,3.0,Black or African American,3.0,2,5,0,2,98.15,1,2,1732,81.0,72800,78,65-74,Yes,Yes,45000.0,Approved
42,8,9,Joint,2.0,Race Not Available,2.0,2,3,0,2,18.66,1,4,2857,80.0,72800,62,45-54,No,No,35000.0,Denied
>60%,8,10,Female,3.0,Black or African American,5.0,2,3,0,2,95.14,1,2,1276,60.0,72800,0,35-44,No,,35000.0,Denied
20%-<30%,8,10,Male,3.0,Race Not Available,5.0,2,3,0,2,34.78,1,4,6408,47.0,72800,64,35-44,No,,125000.0,Denied
30%-<36%,8,10,Female,2.0,White,5.0,2,3,0,2,15.7,1,2,3497,59.0,72800,64,45-54,No,,55000.0,Denied
,9,9,Female,2.0,Black or African American,5.0,2,4,0,2,98.61,1,1,3374,79.0,72800,70,25-34,No,,55000.0,Approved
<20%,8,10,Sex Not Available,3.0,Race Not Available,5.0,2,3,0,2,39.63,1,2,5319,41.0,72800,74,55-64,No,,55000.0,Denied
43,8,10,Female,2.0,White,5.0,2,3,0,2,10.63,1,2,2520,80.0,72800,64,45-54,No,,45000.0,Denied
50%-60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,97.32,1,2,3315,47.0,72800,74,25-34,No,,35000.0,Denied
20%-<30%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,36.06,1,4,2668,55.0,72800,61,35-44,No,,25000.0,Denied
<20%,8,10,Female,2.0,Black or African American,5.0,2,1,0,2,99.28,1,2,3746,126.0,72800,68,35-44,No,,65000.0,Approved
48,8,10,Male,2.0,White,5.0,2,3,0,2,9.0,1,2,7392,65.0,72800,78,35-44,No,,55000.0,Denied
